"Player","Salary","SimpPos","Position","Age","TeamAbb","GP","GS","MP","FG","FGA","FGP","X3P","X3PA","X3PP","X2P","X2PA","X2PP","FT","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","League"
"Stephen Curry",48070014,"G","PG",34,"GSW",56,56,34.7,10,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,4.6,5,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,"NBA"
"John Wall",47345760,"G","PG",32,"LAC",34,3,22.2,4.1,9.9,0.408,1,3.2,0.303,3.1,6.7,0.459,2.3,3.3,0.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,"NBA"
"Russell Westbrook",47080179,"G","PG",34,"LAL/LAC",73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1,0.5,3.5,2.2,15.9,"NBA"
"LeBron James",44474988,"F","PF",38,"LAL",55,54,35.5,11.1,22.2,0.5,2.2,6.9,0.321,8.9,15.3,0.58,4.6,5.9,0.768,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,"NBA"
"Kevin Durant",44119845,"F","PF",34,"BRK/PHO",47,47,35.6,10.3,18.3,0.56,2,4.9,0.404,8.3,13.4,0.617,6.5,7.1,0.919,0.4,6.3,6.7,5,0.7,1.4,3.3,2.1,29.1,"NBA"
"Bradley Beal",43279250,"G","SG",29,"WAS",50,50,33.5,8.9,17.6,0.506,1.6,4.4,0.365,7.3,13.2,0.552,3.8,4.6,0.842,0.8,3.1,3.9,5.4,0.9,0.7,2.9,2.1,23.2,"NBA"
"Kawhi Leonard",42492492,"F","SF",31,"LAC",52,50,33.6,8.6,16.8,0.512,2,4.8,0.416,6.6,11.9,0.551,4.7,5.4,0.871,1.1,5.4,6.5,3.9,1.4,0.5,1.7,1.6,23.8,"NBA"
"Paul George",42492492,"F","SF",32,"LAC",56,56,34.6,8.2,17.9,0.457,2.8,7.6,0.371,5.4,10.3,0.521,4.6,5.3,0.871,0.8,5.3,6.1,5.1,1.5,0.4,3.1,2.8,23.8,"NBA"
"Giannis Antetokounmpo",42492492,"F","PF",28,"MIL",63,63,32.1,11.2,20.3,0.553,0.7,2.7,0.275,10.5,17.6,0.596,7.9,12.3,0.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,"NBA"
"Damian Lillard",42492492,"G","PG",32,"POR",58,58,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,8.8,9.6,0.914,0.8,4,4.8,7.3,0.9,0.3,3.3,1.9,32.2,"NBA"
"Klay Thompson",40600080,"F","SF",32,"GSW",69,69,33,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,"NBA"
"Kyrie Irving",38917057,"G","PG-SG",30,"BRK/DAL",60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,4.1,4.6,0.905,1,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,"NBA"
"Rudy Gobert",38172414,"C","C",30,"MIN",70,70,30.7,5.1,7.8,0.659,0,0,0,5.1,7.8,0.663,3.1,4.9,0.644,3.3,8.3,11.6,1.2,0.8,1.4,1.7,3,13.4,"NBA"
"Khris Middleton",37984276,"F","SF",31,"MIL",33,19,24.3,5.4,12.3,0.436,1.5,4.9,0.315,3.8,7.4,0.516,2.8,3.1,0.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,"NBA"
"Anthony Davis",37980720,"C","C",29,"LAL",56,54,34,9.7,17.2,0.563,0.3,1.3,0.257,9.3,15.9,0.589,6.2,7.9,0.784,3.5,9.1,12.5,2.6,1.1,2,2.2,2.6,25.9,"NBA"
"Jimmy Butler",37653300,"F","PF",33,"MIA",64,64,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,"NBA"
"Tobias Harris",37633050,"F","SF",30,"PHI",74,74,32.9,5.7,11.4,0.501,1.7,4.4,0.389,4,7,0.57,1.5,1.7,0.876,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2,14.7,"NBA"
"Kemba Walker",37281261,"G","PG",32,"DAL",9,1,16,2.7,6.3,0.421,0.8,3.1,0.25,1.9,3.2,0.586,1.9,2.3,0.81,0.3,1.4,1.8,2.1,0.2,0.2,0.4,1.2,8,"NBA"
"Trae Young",37096500,"G","PG",24,"ATL",73,73,34.8,8.2,19,0.429,2.1,6.3,0.335,6.1,12.7,0.476,7.8,8.8,0.886,0.8,2.2,3,10.2,1.1,0.1,4.1,1.4,26.2,"NBA"
"Zach LaVine",37096500,"G","SG",27,"CHI",77,77,35.9,8.7,18,0.485,2.6,7.1,0.375,6.1,11,0.556,4.7,5.6,0.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,"NBA"
"Ben Simmons",35448672,"G","PG",26,"BRK",42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,"NBA"
"Pascal Siakam",35448672,"F","PF",28,"TOR",71,71,37.4,8.9,18.5,0.48,1.3,4,0.324,7.6,14.5,0.523,5.2,6.7,0.774,1.8,6,7.8,5.8,0.9,0.5,2.4,3.2,24.2,"NBA"
"Myles Turner",35096500,"C","C",26,"IND",62,62,29.4,6.5,11.8,0.548,1.5,4,0.373,5,7.8,0.638,3.5,4.5,0.783,1.4,6.1,7.5,1.4,0.6,2.3,1.7,3.5,18,"NBA"
"Jrue Holiday",34319520,"G","PG",32,"MIL",67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5,9.1,0.542,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,"NBA"
"Karl-Anthony Towns",33833400,"F","PF",27,"MIN",29,29,33,7.3,14.8,0.495,2.1,5.7,0.366,5.2,9.1,0.576,4.1,4.7,0.874,1.7,6.5,8.1,4.8,0.7,0.6,3,3.8,20.8,"NBA"
"Devin Booker",33833400,"G","SG",26,"PHO",53,53,34.6,9.9,20.1,0.494,2.1,6,0.351,7.8,14.2,0.554,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1,0.3,2.7,3,27.8,"NBA"
"Andrew Wiggins",33616770,"F","SF",27,"GSW",37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,1.2,1.9,0.611,1.6,3.4,5,2.3,1.2,0.8,1.3,2.9,17.1,"NBA"
"Joel Embiid",33616770,"C","C",28,"PHI",66,66,34.6,11,20.1,0.548,1,3,0.33,10,17.1,0.587,10,11.7,0.857,1.7,8.4,10.2,4.2,1,1.7,3.4,3.1,33.1,"NBA"
"CJ McCollum",33333333,"G","SG",31,"NOP",75,75,35.3,7.8,17.9,0.437,2.8,7.2,0.389,5,10.7,0.469,2.4,3.2,0.769,0.7,3.6,4.4,5.7,0.9,0.5,2.4,2,20.9,"NBA"
"James Harden",3.3e+07,"G","PG",33,"PHI",58,58,36.8,6.4,14.5,0.441,2.8,7.2,0.385,3.6,7.3,0.495,5.4,6.2,0.867,0.7,5.4,6.1,10.7,1.2,0.5,3.4,1.9,21,"NBA"
"Jamal Murray",31650600,"G","PG",25,"DEN",65,65,32.8,7.3,16,0.454,2.6,6.6,0.398,4.6,9.4,0.494,2.8,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20,"NBA"
"Brandon Ingram",31650600,"F","SF",25,"NOP",45,45,34.2,9,18.6,0.484,1.4,3.6,0.39,7.6,14.9,0.507,5.3,6,0.882,0.5,5,5.5,5.8,0.7,0.4,3.3,2.6,24.7,"NBA"
"D'Angelo Russell",31377750,"G","PG",26,"LAL/MIN",71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,2.5,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8,"NBA"
"Donovan Mitchell",30913750,"G","SG",26,"CLE",68,68,35.8,10,20.6,0.484,3.6,9.3,0.386,6.4,11.3,0.566,4.7,5.4,0.867,0.9,3.3,4.3,4.4,1.5,0.4,2.6,2.5,28.3,"NBA"
"Shai Gilgeous-Alexander",30913750,"G","PG",24,"OKC",68,68,35.5,10.4,20.3,0.51,0.9,2.5,0.345,9.5,17.8,0.533,9.8,10.9,0.905,0.9,4,4.8,5.5,1.6,1,2.8,2.8,31.4,"NBA"
"Deandre Ayton",30913750,"C","C",24,"PHO",67,67,30.4,7.8,13.2,0.589,0.1,0.4,0.292,7.7,12.9,0.597,2.3,3,0.76,2.6,7.4,10,1.7,0.6,0.8,1.8,2.8,18,"NBA"
"Kevin Love",30556968,"F","PF",34,"CLE/MIA",62,20,20,2.7,6.8,0.389,1.6,4.8,0.334,1.1,2.1,0.516,1.3,1.5,0.879,1,5.5,6.4,1.9,0.3,0.2,1.1,1.6,8.2,"NBA"
"Jayson Tatum",30351780,"F","SF",24,"BOS",74,74,36.9,9.8,21.1,0.466,3.2,9.3,0.35,6.6,11.8,0.558,7.2,8.4,0.854,1.1,7.7,8.8,4.6,1.1,0.7,2.9,2.2,30.1,"NBA"
"Bam Adebayo",30351780,"C","C",25,"MIA",75,75,34.6,8,14.9,0.54,0,0.2,0.083,8,14.7,0.545,4.3,5.4,0.806,2.5,6.7,9.2,3.2,1.2,0.8,2.5,2.8,20.4,"NBA"
"De'Aaron Fox",30351780,"G","PG",25,"SAC",73,73,33.4,9.3,18.2,0.512,1.6,5,0.324,7.7,13.2,0.584,4.7,6,0.78,0.5,3.6,4.2,6.1,1.1,0.3,2.5,2.4,25,"NBA"
"Gordon Hayward",30075000,"F","SF",32,"CHO",50,50,31.5,5.5,11.6,0.475,1,3.2,0.325,4.5,8.4,0.532,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2,1.4,14.7,"NBA"
"Jaylen Brown",29776785,"F","SF",26,"BOS",67,67,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,"NBA"
"Chris Paul",28400000,"G","PG",37,"PHO",59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,"NBA"
"Kyle Lowry",28333334,"G","PG",36,"MIA",55,44,31.2,3.6,8.8,0.404,1.9,5.6,0.345,1.6,3.2,0.509,2.1,2.5,0.859,0.8,3.3,4.1,5.1,1,0.4,1.9,2.6,11.2,"NBA"
"Jalen Brunson",27733332,"G","PG",26,"NYK",68,68,35,8.6,17.6,0.491,2,4.7,0.416,6.7,12.8,0.519,4.8,5.8,0.829,0.6,3,3.5,6.2,0.9,0.2,2.1,2.2,24,"NBA"
"DeMar DeRozan",27300000,"F","SF",33,"CHI",74,74,36.2,8.9,17.6,0.504,0.6,1.9,0.324,8.3,15.7,0.526,6.2,7.1,0.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,"NBA"
"Al Horford",26500000,"C","C",36,"BOS",63,63,30.5,3.6,7.6,0.476,2.3,5.2,0.446,1.3,2.4,0.539,0.2,0.3,0.714,1.2,5,6.2,3,0.5,1,0.6,1.9,9.8,"NBA"
"Draymond Green",25806468,"F","PF",32,"GSW",73,73,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1,0.8,2.8,3.1,8.5,"NBA"
"Julius Randle",23760000,"F","PF",28,"NYK",77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,"NBA"
"John Collins",23500000,"F","PF",25,"ATL",71,71,30,5.1,10,0.508,1,3.4,0.292,4.1,6.6,0.619,2,2.5,0.803,1.1,5.4,6.5,1.2,0.6,1,1.1,3.1,13.1,"NBA"
"Mike Conley",22680000,"G","PG",35,"MIN/UTA",67,66,30.3,3.9,9.1,0.428,2,5.2,0.385,1.9,3.9,0.486,2.1,2.5,0.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,2.1,11.9,"NBA"
"Malcolm Brogdon",22600000,"G","PG",30,"BOS",67,0,26,5.3,10.9,0.484,2,4.4,0.444,3.3,6.5,0.51,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,"NBA"
"Anfernee Simons",22321429,"G","SG",23,"POR",62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,"NBA"
"Terry Rozier",21486316,"G","SG",28,"CHO",63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,"NBA"
"Fred VanVleet",21250000,"G","PG",28,"TOR",69,69,36.7,6.3,16.1,0.393,3,8.8,0.342,3.3,7.3,0.455,3.7,4.1,0.898,0.4,3.6,4.1,7.2,1.8,0.6,2,2.8,19.3,"NBA"
"Buddy Hield",21177750,"F","SF",30,"IND",80,73,31,5.9,13,0.458,3.6,8.5,0.425,2.3,4.5,0.518,1.3,1.6,0.822,0.8,4.2,5,2.8,1.2,0.3,1.7,2,16.8,"NBA"
"Domantas Sabonis",21100000,"C","C",26,"SAC",79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,"NBA"
"Jerami Grant",20955000,"F","PF",28,"POR",63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,"NBA"
"Aaron Gordon",20690909,"F","PF",27,"DEN",68,68,30.2,6.3,11.2,0.564,0.9,2.5,0.347,5.4,8.6,0.628,2.8,4.6,0.608,2.4,4.1,6.6,3,0.8,0.8,1.4,1.9,16.3,"NBA"
"Mikal Bridges",20100000,"F","SF-SG",26,"BRK/PHO",83,83,35.7,7.1,15.3,0.468,2,5.3,0.382,5.1,9.9,0.514,3.8,4.3,0.895,1,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,"NBA"
"Jarrett Allen",2e+07,"C","C",24,"CLE",68,68,32.6,5.9,9.2,0.644,0,0.1,0.1,5.9,9.1,0.653,2.4,3.3,0.733,3.3,6.5,9.8,1.7,0.8,1.2,1.4,2.3,14.3,"NBA"
"Nicolas Batum",19700319,"F","PF",34,"LAC",78,19,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.4,0.6,0.708,0.8,3,3.8,1.6,0.7,0.6,0.6,1.9,6.1,"NBA"
"Eric Gordon",19568360,"G","SG",34,"HOU/LAC",69,58,28.5,4.2,9.5,0.446,1.9,5.2,0.371,2.3,4.3,0.535,2.1,2.5,0.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1,12.4,"NBA"
"Spencer Dinwiddie",19500000,"G","SG-PG",29,"BRK/DAL",79,79,34.5,5.8,13.3,0.438,2.3,6.2,0.369,3.5,7.1,0.498,3.4,4.2,0.812,0.4,3.1,3.4,6.5,0.8,0.3,1.8,2.4,17.3,"NBA"
"Caris LeVert",18796296,"G","SG",28,"CLE",74,30,30.2,4.3,10,0.431,1.7,4.4,0.392,2.6,5.6,0.462,1.8,2.4,0.722,0.7,3.1,3.8,3.9,1,0.3,1.6,2.3,12.1,"NBA"
"Joe Harris",18642857,"F","SF",31,"BRK",74,33,20.6,2.7,5.9,0.457,1.9,4.5,0.426,0.8,1.4,0.551,0.2,0.4,0.643,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,"NBA"
"Harrison Barnes",18352273,"F","PF",30,"SAC",82,82,32.5,4.6,9.6,0.473,1.6,4.3,0.374,3,5.3,0.553,4.3,5,0.847,1.1,3.4,4.5,1.6,0.7,0.1,1,1.3,15,"NBA"
"Clint Capela",18206896,"C","C",28,"ATL",65,63,26.6,5.4,8.2,0.653,0,0,0,5.4,8.2,0.654,1.2,2,0.603,4,7.1,11,0.9,0.7,1.2,0.8,2.1,12,"NBA"
"Evan Fournier",1.8e+07,"G","SG",30,"NYK",27,7,17,2.1,6.1,0.337,1.3,4.2,0.307,0.8,1.9,0.404,0.7,0.8,0.857,0.1,1.7,1.8,1.3,0.6,0.1,0.8,1.7,6.1,"NBA"
"Steven Adams",17926829,"C","C",29,"MEM",42,42,27,3.7,6.3,0.597,0,0,0,3.7,6.2,0.599,1.1,3.1,0.364,5.1,6.5,11.5,2.3,0.9,1.1,1.9,2.3,8.6,"NBA"
"Jonathan Isaac",17400000,"F","PF",25,"ORL",11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,0.5,5,"NBA"
"OG Anunoby",17357143,"F","SF",25,"TOR",67,67,35.6,6.3,13.2,0.476,2.1,5.5,0.387,4.2,7.7,0.539,2.1,2.5,0.838,1.4,3.5,5,2,1.9,0.7,2,3,16.8,"NBA"
"Marcus Smart",17207142,"G","PG",28,"BOS",61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,2.2,4.3,0.519,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,"NBA"
"Derrick White",17142857,"G","SG",28,"BOS",82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,2,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,"NBA"
"Dejounte Murray",17071120,"G","SG",26,"ATL",74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,"NBA"
"Mitchell Robinson",17045454,"C","C",24,"NYK",59,58,27,3.2,4.7,0.671,0,0,NA,3.2,4.7,0.671,1,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,"NBA"
"Duncan Robinson",16902000,"F","SF",28,"MIA",42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0,0.7,1.8,6.4,"NBA"
"Norman Powell",16758621,"G","SG",29,"LAC",60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17,"NBA"
"Collin Sexton",16700000,"G","PG",24,"UTA",48,15,23.9,4.9,9.8,0.506,1,2.5,0.393,3.9,7.2,0.546,3.4,4.1,0.819,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,"NBA"
"Markelle Fultz",16500000,"G","PG",24,"ORL",60,60,29.6,5.8,11.3,0.514,0.5,1.5,0.31,5.4,9.9,0.544,1.9,2.4,0.783,1.2,2.8,3.9,5.7,1.5,0.4,2.3,2.2,14,"NBA"
"Lauri Markkanen",16475454,"F","PF",25,"UTA",66,66,34.4,8.7,17.3,0.499,3,7.7,0.391,5.6,9.6,0.585,5.3,6,0.875,2,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.6,"NBA"
"Marcus Morris",16372093,"F","PF",33,"LAC",65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,1,1.3,0.782,0.4,3.5,4,1.8,0.6,0.3,0.9,2.1,11.2,"NBA"
"Malik Beasley",15558035,"G","SG",26,"LAL/UTA",81,27,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,"NBA"
"Luguentz Dort",15277778,"F","SF",23,"OKC",74,73,30.7,4.6,11.8,0.388,1.8,5.5,0.33,2.8,6.3,0.44,2.7,3.5,0.772,1.7,2.9,4.6,2.1,1,0.3,1.2,3.3,13.7,"NBA"
"Will Barton",15059712,"G","SG",32,"WAS/TOR",56,2,17.7,2.5,6.5,0.379,1.2,3.2,0.367,1.3,3.3,0.391,0.7,0.8,0.787,0.3,2.2,2.4,2,0.5,0.2,0.9,1,6.8,"NBA"
"Tyus Jones",1.5e+07,"G","PG",26,"MEM",80,22,24.3,3.9,8.9,0.438,1.5,4.1,0.371,2.4,4.8,0.495,1,1.3,0.8,0.4,2.2,2.5,5.2,1,0.1,0.9,0.4,10.3,"NBA"
"Derrick Rose",14520730,"G","PG",34,"NYK",27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,"NBA"
"Kevin Huerter",14508929,"G","SG",24,"SAC",75,75,29.4,5.6,11.5,0.485,2.7,6.8,0.402,2.9,4.7,0.604,1.3,1.7,0.725,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,"NBA"
"Christian Wood",14317459,"C","C",27,"DAL",67,17,25.9,5.9,11.5,0.515,1.6,4.2,0.376,4.3,7.3,0.594,3.2,4.2,0.772,1.3,6,7.3,1.8,0.4,1.1,1.8,2.5,16.6,"NBA"
"Kentavious Caldwell-Pope",14004703,"G","SG",29,"DEN",76,76,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,"NBA"
"Brook Lopez",13906976,"C","C",34,"MIL",78,78,30.4,6.1,11.5,0.531,1.7,4.7,0.374,4.4,6.9,0.637,1.9,2.4,0.784,2,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,"NBA"
"Patrick Beverley",13801614,"G","SG-PG",34,"LAL/CHI",67,67,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1,1.8,0.529,0.7,1,0.723,0.7,3,3.7,2.9,0.9,0.6,0.9,2.8,6.2,"NBA"
"Doug McDermott",13750000,"F","SF",31,"SAS",64,0,20.5,3.7,8.2,0.457,1.9,4.7,0.413,1.8,3.5,0.516,0.8,1.1,0.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,"NBA"
"Luke Kennard",13745455,"G","SG",26,"LAC/MEM",59,14,22.3,3.2,6.5,0.492,2.3,4.6,0.494,0.9,1.9,0.487,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,"NBA"
"Zion Williamson",13534817,"F","PF",22,"NOP",29,29,33,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,6.1,8.6,0.714,2,5,7,4.6,1.1,0.6,3.4,2.2,26,"NBA"
"Jordan Clarkson",13340000,"G","SG",30,"UTA",61,61,32.6,7.5,16.9,0.444,2.5,7.5,0.338,5,9.4,0.53,3.3,4,0.816,1.2,2.9,4,4.4,0.5,0.2,3,2,20.8,"NBA"
"Gary Harris",1.3e+07,"G","SG",28,"ORL",48,42,24.7,2.9,6.4,0.45,2,4.5,0.431,0.9,1.9,0.494,0.6,0.6,0.9,0.4,1.6,2,1.2,0.9,0.3,0.6,1.9,8.3,"NBA"
"Kyle Kuzma",1.3e+07,"F","PF",27,"WAS",64,64,35,8,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3,2.3,21.2,"NBA"
"Josh Hart",12960000,"F","SF",27,"NYK/POR",76,52,32.3,3.6,6.8,0.529,0.8,2.2,0.372,2.8,4.7,0.601,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,"NBA"
"Dorian Finney-Smith",12939848,"F","PF",29,"BRK/DAL",66,66,30.4,3,7.6,0.391,1.7,5.1,0.337,1.2,2.5,0.503,0.7,0.9,0.763,1.7,3.1,4.8,1.5,0.8,0.5,0.9,2.2,8.3,"NBA"
